Director,PA,BB,AB,OUTS,H,1B,2B,3B,HR,BA,OBP,SLG,OPS,WAR,WAR/PA,Scaled WAR,Scaled WAR/PA,Average Composite Score,Bucket,Composite Score+,Standard Deviation,Coefficient of Variation,Adjusted StDev,Best 2 Film Run Score,Best 2 Film Run Titles,Best 3 Film Run Score,Best 3 Film Run Titles,Best 5 Film Run Score,Best 5 Film Run Titles,Best Top 2 Overall Score,Out Rate,BB Rate,1B Rate,2B Rate,3B Rate,HR Rate,XBH,XBH Rate,Eligible,Career_Value,Rate_Quality,Peak,Profile,Strength
Dean Fleischer Camp,2,0,2,1,1,0,1,0,0,0.5,0.5,1.0,1.5,19.0,9.5,1.92,0.96,64.5,BB,122.5,27.7,0.42969999999999997,19.2,64.5,Marcel the Shell with Shoes On → Lilo & Stitch,,,,,84.1,0.5,0.0,0.0,0.5,0.0,0.0,1,0.5,True,0.1114335719741813,0.4336247862760907,0.14236045648242454,0.11448088220510991,0.2003225587229052
Delbert Mann,22,5,17,14,3,3,0,0,0,0.176,0.364,0.176,0.54,-53.0,-2.41,-5.34,-0.24,52.59,OUT,82.8,10.7,0.2036,11.7,66.7,Separate Tables → Middle of the Night,63.5,Separate Tables → Middle of the Night → The Dark at the Top of the Stairs,63.0,Marty → The Bachelor Party → Desire Under the Elms → Separate Tables → Middle of the Night,79.1,0.6363636363636364,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0,0.0,True,-0.9350612168841456,-0.43713954897203283,-0.39732621200595636,-0.9851495342623344,-0.6861647121622079
Denis Villenueve,11,2,9,1,8,1,5,2,0,0.889,0.909,1.889,2.798,239.3,21.75,24.13,2.19,76.75,1B,143.8,15.3,0.1989,15.4,87.5,Dune → Dune: Part Two,87.4,Blade Runner 2049 → Dune → Dune: Part Two,86.7,Sicario → Arrival → Blade Runner 2049 → Dune → Dune: Part Two,91.8,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.0,7,0.6363636363636364,True,1.1098299816675539,1.3292472133784847,1.2042371586868126,1.553816034579711,1.2770832944325328
Dennis Dugan,16,1,15,15,0,0,0,0,0,0.0,0.063,0.0,0.063,-383.5,-23.97,-38.67,-2.42,31.03,OUT,56.1,13.7,0.4421,14.2,43.2,The Shaggy Dog → Happy Gilmore,47.0,Brain Donors → The Shaggy Dog → Happy Gilmore,43.0,Brain Donors → The Shaggy Dog → Happy Gilmore → Beverly Hills Ninja → Big Daddy,57.9,0.9375,0.0625,0.0,0.0,0.0,0.0,0,0.0,True,-2.041345624000335,-2.0134350206722464,-1.763442500398559,-1.546045876984959,-1.865832242864794
Destin Daniel Cretton,5,1,4,1,3,2,0,1,0,0.75,0.8,1.25,2.05,67.3,13.46,6.79,1.36,68.46,1B,128.5,15.9,0.2327,15.9,73.6,Just Mercy → Shang-Chi and the Legend of the Ten Rings,73.5,Short Term 12 → The Glass Castle → Just Mercy,68.5,I Am Not a Hipster → Short Term 12 → The Glass Castle → Just Mercy → Shang-Chi and the Legend of the Ten Rings,89.6,0.2,0.2,0.4,0.0,0.2,0.0,1,0.2,True,0.4568567628634041,0.7231484443434768,0.18621821705543992,0.8067297810785525,0.525744650424461
Doug Liman,14,1,13,8,5,4,1,0,0,0.385,0.429,0.462,0.89,-47.1,-3.36,-4.75,-0.34,51.64,OUT,94.9,19.9,0.38630000000000003,18.9,75.2,Go → The Bourne Identity,,Swingers → Go → The Bourne Identity,,,82.7,0.5714285714285714,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.0,1,0.07142857142857142,True,-0.8978627150866961,-0.5065959820942593,0.036691280162788144,-0.4963641134583249,-0.4861078127005416
Douglas Sirk,33,7,26,20,6,4,2,0,0,0.231,0.394,0.308,0.702,9.5,0.29,0.96,0.03,55.29,BB,88.4,12.6,0.22820000000000001,13.0,81.7,A Time to Love and a Time to Die → Imitation of Life,77.3,The Tarnished Angels → A Time to Love and a Time to Die → Imitation of Life,64.8,Battle Hymn → Interlude → The Tarnished Angels → A Time to Love and a Time to Die → Imitation of Life,84.3,0.6060606060606061,0.21212121212121213,0.12121212121212122,0.06060606060606061,0.0,0.0,2,0.06060606060606061,True,-0.003463270655983082,-0.2397370548351786,0.11231466137353999,-0.7992726179963181,-0.1927491031614682
Edgar Wright,8,1,7,2,5,2,3,0,0,0.714,0.75,1.143,1.893,112.5,14.06,11.34,1.42,69.06,1B,129.1,17.7,0.2569,17.0,85.6,Shaun of the Dead → Hot Fuzz,83.2,Shaun of the Dead → Hot Fuzz → Scott Pilgrim vs. the World,80.3,Shaun of the Dead → Hot Fuzz → Scott Pilgrim vs. the World → The World's End → Baby Driver,86.9,0.25,0.125,0.25,0.375,0.0,0.0,3,0.375,True,0.672506305554447,0.7670156652627779,0.8190533804687694,0.6433217461681369,0.7269335023328483
Edmund Goulding,22,4,18,12,6,5,1,0,0,0.333,0.455,0.389,0.843,-31.7,-1.44,-3.2,-0.15,53.56,OUT,90.3,12.7,0.2371,13.3,73.1,The Razor's Edge → Nightmare Alley,69.9,The Dawn Patrol → Dark Victory → The Old Maid,64.5,The Dawn Patrol → Dark Victory → The Old Maid → Til We Meet Again → The Great Lie,80.9,0.5454545454545454,0.18181818181818182,0.22727272727272727,0.045454545454545456,0.0,0.0,1,0.045454545454545456,True,-0.7872831334154078,-0.3662208751524963,-0.14601185465381644,-0.5851460921353643,-0.48127234090327337
Edward Yang,9,1,8,1,7,2,3,0,2,0.875,0.889,2.0,2.889,211.9,23.54,21.36,2.37,78.54,1B,135.4,15.2,0.193,15.4,90.9,The Terrorizers → A Brighter Summer Day,88.1,Taipei Story → The Terrorizers → A Brighter Summer Day,86.8,The Terrorizers → A Brighter Summer Day → A Confucian Confusion → Mahjong → Yi Yi,95.9,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,5,0.5555555555555556,True,1.027576074545572,1.4601177557877323,1.273807222350288,1.6148136793400671,1.3147168027661902
Edward Zwick,15,6,9,5,4,3,1,0,0,0.444,0.667,0.556,1.222,68.1,4.54,6.87,0.46,59.54,BB,107.0,12.6,0.2115,13.4,69.0,1/4life → Blood Diamond,70.7,The Last Samurai → 1/4life → Blood Diamond,64.0,The Last Samurai → 1/4life → Blood Diamond → Defiance → Love & Other Drugs,80.1,0.3333333333333333,0.4,0.2,0.06666666666666667,0.0,0.0,1,0.06666666666666667,True,0.4611898723703408,0.07098909334320301,-0.1488187783195521,-0.16737599645828244,0.08542434117535848
Elem Klimov,5,2,3,0,3,1,1,0,1,1.0,1.0,2.333,3.333,104.7,20.94,10.56,2.11,75.94,1B,124.8,16.5,0.2173,16.2,88.4,Farewell → Come and See,78.9,Rasputin → Farewell → Come and See,75.9,"Welcome, or No Trespassing → Pokhozhdeniya zubnogo vracha → Rasputin → Farewell → Come and See",97.3,0.0,0.4,0.2,0.2,0.0,0.2,2,0.4,True,0.6391348916196686,1.2700264651374285,0.6700476174616257,2.0993621480168425,1.0966314177390326
Elia Kazan,18,1,17,4,13,8,2,3,0,0.765,0.778,1.235,2.013,252.1,14.01,25.42,1.41,69.01,1B,108.6,17.9,0.2601,17.5,86.2,On the Waterfront → East of Eden,81.6,A Face in the Crowd → Wild River → Splendor in the Grass,82.2,On the Waterfront → East of Eden → Baby Doll → A Face in the Crowd → Wild River,93.0,0.2222222222222222,0.05555555555555555,0.4444444444444444,0.1111111111111111,0.16666666666666666,0.0,5,0.2777777777777778,True,1.1465191485757726,0.7633600635195028,0.9052218926983082,0.7909293224263216,0.9192870981124488
Emerald Fennell,3,1,2,1,1,1,0,0,0,0.5,0.667,0.5,1.167,14.8,4.93,1.49,0.5,59.93,BB,114.1,15.7,0.262,15.8,67.9,Promising Young Woman → Saltburn,59.9,Promising Young Woman → Saltburn → Wuthering Heights,,,75.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,0.0,True,0.06472540256347181,0.09950278694074859,-0.7333598142908834,-0.15827177109037982,-0.17070099028656813
Ernst Lubitsch,36,6,30,15,15,11,2,2,0,0.5,0.583,0.7,1.283,251.7,6.99,25.38,0.7,61.99,BB,109.1,14.8,0.2395,15.0,87.6,Ninotchka → The Shop Around the Corner,79.7,Bluebeard's Eighth Wife → Ninotchka → The Shop Around the Corner,77.6,Ninotchka → The Shop Around the Corner → That Uncertain Feeling → To Be or Not to Be → Heaven Can Wait,92.8,0.4166666666666667,0.16666666666666666,0.3055555555555556,0.05555555555555555,0.05555555555555555,0.0,4,0.1111111111111111,True,1.14539567895268,0.25011357876368184,0.6977231441766276,-0.06325883480726635,0.567926117459428
F. Gary Gray,11,2,9,6,3,2,1,0,0,0.333,0.455,0.444,0.899,-87.6,-7.96,-8.83,-0.8,47.04,OUT,85.5,23.3,0.4955,21.0,72.7,Law Abiding Citizen → Straight Outta Compton,65.5,Friday → Set It Off → The Negotiator,56.1,Friday → Set It Off → The Negotiator → A Man Apart → The Italian Job,80.4,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,1,0.09090909090909091,True,-1.1221054456182697,-0.8429113424755664,-0.5528482514118056,-0.5392777780676543,-0.7934270877708548
F.W. Murnau,12,2,10,4,6,2,2,2,0,0.6,0.667,1.2,1.867,113.6,9.47,11.45,0.95,64.47,BB,115.9,18.3,0.2838,17.6,78.4,City Girl → Tabu: A Story of the South Seas,81.8,The Last Laugh → Tartuffe → Faust,75.4,The Last Laugh → Tartuffe → Faust → Sunrise → City Girl,90.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,4,0.3333333333333333,True,0.6771190028220764,0.43143142523012573,0.6532339637135385,0.5117847661822257,0.5766590013189841
Federico Fellini,23,5,18,2,16,10,2,3,1,0.889,0.913,1.5,2.413,420.2,18.27,42.37,1.84,73.27,1B,117.2,13.1,0.17859999999999998,13.6,94.1,Nights of Cabiria → La Dolce Vita,89.4,The Swindle → Nights of Cabiria → La Dolce Vita,84.5,The Swindle → Nights of Cabiria → La Dolce Vita → Boccaccio '70 → 8 1/2,95.2,0.08695652173913043,0.21739130434782608,0.43478260869565216,0.08695652173913043,0.13043478260869565,0.043478260869565216,6,0.2608695652173913,True,1.561947783646129,1.0748173320465393,1.2271051547110075,1.2384713753642047,1.2917592318560664
Fernando Meirelles,8,1,7,4,3,2,0,0,1,0.429,0.5,0.857,1.357,2.8,0.35,0.28,0.04,55.35,BB,101.6,25.5,0.4611,21.8,83.4,City of God → The Constant Gardener,76.8,Maids → City of God → The Constant Gardener,62.6,Maids → City of God → The Constant Gardener → Blindness → 360,99.1,0.5,0.125,0.25,0.0,0.0,0.125,1,0.125,True,-0.13104348631755774,-0.2353503327432485,0.19331631391914034,-0.07130598818755904,-0.06408274823880618
Francis Ford Coppola,23,5,18,9,9,5,0,1,3,0.5,0.609,1.111,1.72,113.7,4.94,11.46,0.5,59.94,BB,101.0,20.8,0.3467,19.9,95.0,The Godfather Part II → Apocalypse Now,94.5,The Godfather → The Conversation → The Godfather Part II,88.1,The Rain People → The Godfather → The Conversation → The Godfather Part II → Apocalypse Now,99.1,0.391304347826087,0.21739130434782608,0.21739130434782608,0.0,0.043478260869565216,0.13043478260869565,4,0.17391304347826086,True,0.6775372380697816,0.10023390728940365,1.5343926169691762,0.29467783032825634,0.6708533685512307
Francis Lawrence,10,5,5,3,2,1,1,0,0,0.4,0.7,0.6,1.3,32.1,3.21,3.24,0.32,58.21,BB,110.0,10.7,0.1845,12.4,68.9,The Hunger Games: Catching Fire → The Hunger Games: Mockingjay - Part 1,66.7,I Am Legend → Water for Elephants → The Hunger Games: Catching Fire,63.1,I Am Legend → Water for Elephants → The Hunger Games: Catching Fire → The Hunger Games: Mockingjay - Part 1 → The Hunger Games: Mockingjay - Part 2,80.8,0.3,0.5,0.1,0.1,0.0,0.0,1,0.1,True,0.228740945315033,-0.026249913027914067,-0.2839945276985216,-0.14603713660579926,-0.03814625390825889
Frank Borzage,39,10,29,21,8,6,2,0,0,0.276,0.462,0.345,0.806,11.6,0.3,1.17,0.03,55.3,BB,94.9,11.7,0.2119,12.2,74.4,The River → Lucky Star,72.9,Street Angel → The River → Lucky Star,71.1,Lazybones → 7th Heaven → Street Angel → The River → Lucky Star,80.9,0.5384615384615384,0.2564102564102564,0.15384615384615385,0.05128205128205128,0.0,0.0,2,0.05128205128205128,True,0.02537653145505928,-0.2390059344865236,0.1562267717913468,-0.6705724310144814,-0.1471963174401727
Frank Capra,33,6,27,14,13,7,4,1,1,0.481,0.576,0.815,1.391,234.6,7.11,23.65,0.72,62.11,BB,107.5,16.6,0.268,16.5,90.8,Arsenic and Old Lace → It's a Wonderful Life,84.5,It Happened One Night → Mr. Deeds Goes to Town → Lost Horizon,85.4,It Happened One Night → Mr. Deeds Goes to Town → Lost Horizon → You Can't Take It with You → Mr. Smith Goes to Washington,95.0,0.42424242424242425,0.18181818181818182,0.21212121212121213,0.12121212121212122,0.030303030303030304,0.030303030303030304,6,0.18181818181818182,True,1.095928637071097,0.258887022947542,1.115417800206573,0.006827989009476284,0.673720394711753
Frank Darabont,5,1,4,2,2,0,1,0,1,0.5,0.6,1.5,2.1,62.3,12.46,6.28,1.26,67.46,1B,119.4,22.0,0.3262,18.9,90.5,The Shawshank Redemption  → The Green Mile,76.3,Buried Alive → The Shawshank Redemption  → The Green Mile,67.5,Buried Alive → The Shawshank Redemption  → The Green Mile → The Majestic → The Mist,94.6,0.4,0.2,0.0,0.2,0.0,0.2,2,0.4,True,0.428611328831407,0.6500364094779753,0.28937574636483643,0.6059271043591457,0.48462185848195416
Frank Lloyd,20,4,16,15,1,1,0,0,0,0.063,0.25,0.063,0.313,-94.2,-4.71,-9.5,-0.47,50.29,OUT,88.3,10.1,0.1998,11.2,65.6,Hoopla → Mutiny on the Bounty,57.7,Cavalcade → Hoopla → Mutiny on the Bounty,55.8,A Tale of Two Cities → Les Miserables → Oliver Twist → The Sea Hawk → Children of Divorce,79.2,0.75,0.2,0.05,0.0,0.0,0.0,0,0.0,True,-1.1534382525186946,-0.6052972291626864,-0.7976164241497181,-1.2803539725555853,-0.9528306835948266
Franklin J. Schaffner,13,2,11,7,4,1,3,0,0,0.364,0.462,0.636,1.098,3.3,0.25,0.33,0.03,55.25,BB,88.1,23.4,0.4243,21.3,85.7,Planet of the Apes → Patton,77.6,Planet of the Apes → Patton → Nicholas and Alexandra,74.2,Planet of the Apes → Patton → Nicholas and Alexandra → Papillon → Islands in the Stream,87.4,0.5384615384615384,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.0,0.0,3,0.23076923076923078,True,-0.1182171120790721,-0.24266153622979866,0.4651529083710955,-0.34630363817776766,-0.04910301822395094
Fred Zinnemann,23,5,18,3,15,12,3,0,0,0.833,0.87,1.0,1.87,305.0,13.26,30.75,1.34,68.26,1B,109.1,12.6,0.18460000000000001,13.2,82.8,Act of Violence → The Search,81.7,The Clock → Act of Violence → The Search,77.5,The Seventh Cross → The Clock → Act of Violence → The Search → The Men,88.2,0.13043478260869565,0.21739130434782608,0.5217391304347826,0.13043478260869565,0.0,0.0,3,0.13043478260869565,True,1.2890466366371336,0.7085260373703766,0.6991006219008438,0.7395590819161135,0.8865324721921678
Fritz Lang,39,11,28,7,21,11,6,2,2,0.75,0.821,1.321,2.142,520.5,13.35,52.48,1.35,68.35,1B,114.3,15.8,0.23149999999999998,15.8,93.2,Die Nibelungen: Siegfried → Metropolis,91.2,Die Nibelungen: Kriemhild's Revenge → Die Nibelungen: Siegfried → Metropolis,88.2,"Dr. Mabuse, the Gambler → Die Nibelungen: Kriemhild's Revenge → Die Nibelungen: Siegfried → Metropolis → Spies",94.6,0.1794871794871795,0.28205128205128205,0.28205128205128205,0.15384615384615385,0.05128205128205128,0.05128205128205128,10,0.2564102564102564,True,1.7700540061205692,0.7151061205082717,1.3931021711648588,0.8820848684755046,1.2344852484495543
Gareth Edwards,5,1,4,3,1,1,0,0,0,0.25,0.4,0.25,0.65,4.0,0.8,0.4,0.08,55.8,BB,106.1,14.5,0.26,15.2,67.3,Rogue One: A Star Wars Story → The Creator,63.0,Godzilla → Rogue One: A Star Wars Story → The Creator,55.8,Monsters → Godzilla → Rogue One: A Star Wars Story → The Creator → Jurassic World: Rebirth,78.1,0.6,0.2,0.2,0.0,0.0,0.0,0,0.0,True,-0.10179720591006254,-0.20244991705377283,-0.659690858902806,-0.8234911277453506,-0.4107725813112336
Gary Ross,5,0,5,2,3,3,0,0,0,0.6,0.6,0.6,1.2,39.4,7.88,3.97,0.79,62.88,BB,115.5,11.9,0.1895,13.9,71.2,Pleasantville → Seabiscuit,71.2,Pleasantville → Seabiscuit → The Hunger Games,62.9,Pleasantville → Seabiscuit → The Hunger Games → Free State of Jones → Ocean's Eight,74.9,0.4,0.0,0.6,0.0,0.0,0.0,0,0.0,True,0.28323473989918385,0.3151832897939782,-0.22969123171184508,-0.03453961744567724,0.099435513001153
Gavin O'Connor,9,1,8,6,2,1,1,0,0,0.25,0.333,0.375,0.708,-21.2,-2.36,-2.14,-0.24,52.64,OUT,98.5,20.8,0.3947,19.0,67.1,Pride and Glory → Warrior,69.9,Miracle → Pride and Glory → Warrior,59.1,Tumbleweeds → Miracle → Pride and Glory → Warrior → Jane Got a Gun,88.3,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,1,0.1111111111111111,True,-0.694996291966658,-0.4334839472287577,-0.23987345132127644,-0.7759846596037938,-0.5320351691482648
Genndy Tartakovsky,6,1,5,3,2,0,0,0,2,0.4,0.5,1.6,2.1,7.5,1.25,0.76,0.13,56.25,BB,104.5,33.2,0.5896,25.3,76.5,Samurai Jack: The Premiere Movie → Hotel Transylvania,65.5,Samurai Jack: The Premiere Movie → Hotel Transylvania → Hotel Transylvania 2,64.8,Samurai Jack: The Premiere Movie → Hotel Transylvania → Hotel Transylvania 2 → Hotel Transylvania 3: Summer Vacation → Primal: Tales of Savagery,95.2,0.5,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,2,0.3333333333333333,True,-0.034043214935923896,-0.1695495013642971,-0.0990858745800326,0.5092244929329149,0.0244730901197234
George Cukor,56,8,48,29,19,13,6,0,0,0.396,0.482,0.521,1.003,113.5,2.03,11.44,0.2,57.03,BB,93.8,16.4,0.2884,16.4,80.0,The Philadelphia Story → A Woman's Face,73.2,A Star Is Born → It Should Happen to You → Bhowani Junction,71.0,A Star Is Born → It Should Happen to You → Bhowani Junction → Lust for Life → Les Girls,87.6,0.5178571428571429,0.14285714285714285,0.23214285714285715,0.10714285714285714,0.0,0.0,6,0.10714285714285714,True,0.6767005848989804,-0.1125221141692059,0.2373045185481974,-0.39317112102909624,0.15557155235862277
George Lucas,6,1,5,2,3,1,1,0,1,0.6,0.667,1.4,2.067,80.5,13.42,8.12,1.35,68.42,1B,115.7,19.2,0.28059999999999996,17.7,87.9,American Graffiti → Star Wars,78.7,THX 1138 → American Graffiti → Star Wars,70.0,American Graffiti → Star Wars → Star Wars: Episode 1 - The Phantom Menace  → Star Wars: Episode 2 - Attack of the Clones → Star Wars: Episode 3 - Revenge of the Sith,94.4,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,2,0.3333333333333333,True,0.5258774435594008,0.7202239629488568,0.4374494934097676,0.6756001735669044,0.5823016318708572
George Roy Hill,14,3,11,7,4,2,0,2,0,0.364,0.5,0.727,1.227,41.8,2.99,4.21,0.3,57.99,BB,93.0,17.6,0.3028,17.1,75.0,Slaughterhouse-Five → The Sting,80.2,Butch Cassidy and the Sundance Kid → Slaughterhouse-Five → The Sting,72.8,Butch Cassidy and the Sundance Kid → Slaughterhouse-Five → The Sting → The Great Waldo Pepper → Slap Shot,92.6,0.5,0.21428571428571427,0.14285714285714285,0.0,0.14285714285714285,0.0,2,0.14285714285714285,True,0.3000349418357473,-0.04233456069832439,0.5517414032462842,-0.24064270041464997,0.16923365310478414
George Stevens,23,3,20,8,12,7,5,0,0,0.6,0.652,0.85,1.502,183.6,7.98,18.51,0.8,62.98,BB,102.9,16.1,0.2556,16.0,83.8,The More the Merrier → I Remember Mama,83.3,The More the Merrier → I Remember Mama → A Place in the Sun,79.4,The Talk of the Town → Woman of the Year → The More the Merrier → I Remember Mama → A Place in the Sun,85.1,0.34782608695652173,0.13043478260869565,0.30434782608695654,0.21739130434782608,0.0,0.0,5,0.21739130434782608,True,0.9371626683209239,0.32249449328052837,0.7719046465024997,0.21282164770518738,0.5973129149830717
Gil Junger,11,1,10,9,1,1,0,0,0,0.1,0.182,0.1,0.282,-256.0,-23.27,-25.81,-2.35,31.73,OUT,58.7,18.4,0.5795,17.6,48.4,10 Things I Hate About You → Black Knight,51.9,10 Things I Hate About You → Black Knight → If Only,42.3,10 Things I Hate About You → Black Knight → If Only → Get Smart's Bruce and Lloyd Out of Control → My Fake Fiance,74.0,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0,0.0,True,-1.719124560932511,-1.9622565962663951,-1.4651608170541177,-1.2699653944725053,-1.6265848005043826
Gillo Pontecorvo,5,1,4,0,4,3,0,0,1,1.0,1.0,1.75,2.75,86.6,17.32,8.73,1.75,72.32,1B,113.6,14.1,0.1954,15.0,84.9,Kapo → The Battle of Algiers,79.4,Kapo → The Battle of Algiers → Burn!,72.3,La grande strada azzurra → Kapo → The Battle of Algiers → Burn! → Operation Ogre,95.0,0.0,0.2,0.6,0.0,0.0,0.2,1,0.2,True,0.555630681090989,1.0053608989243128,0.5397663469465447,1.6218402354905042,0.8773390628931119
Giuseppe Tornatore,11,2,9,1,8,5,2,0,1,0.889,0.909,1.444,2.354,187.1,17.01,18.86,1.71,72.01,1B,128.2,15.7,0.21789999999999998,15.7,88.6,Cinema Paradiso → Everybody's Fine,85.0,Cinema Paradiso → Everybody's Fine → A Pure Formality,82.4,Cinema Paradiso → Everybody's Fine → A Pure Formality → The Star Maker → The Legend of 1900,98.1,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.0,0.09090909090909091,3,0.2727272727272727,True,0.9486242465494958,0.9826961681160075,1.0660117135343015,1.1901458301857246,1.0347934104145708
Gore Verbinski,11,2,9,5,4,3,1,0,0,0.444,0.545,0.556,1.101,25.8,2.35,2.6,0.24,57.35,BB,106.4,14.5,0.2526,14.9,70.1,The Ring → Pirates of the Caribbean: The Curse of the Black Pearl,66.3,Pirates of the Caribbean: The Curse of the Black Pearl → The Weather Man → Pirates of the Caribbean: Dead Man's Chest,66.5,Pirates of the Caribbean: The Curse of the Black Pearl → The Weather Man → Pirates of the Caribbean: Dead Man's Chest → Pirates of the Caribbean: At World's End → Rango,82.0,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.0,0.0,1,0.09090909090909091,True,0.17564496504064472,-0.0891262630122454,-0.16990911579154902,-0.26648431792601296,-0.06536221877395779
Greta Gerwig,4,0,4,1,3,1,2,0,0,0.75,0.75,1.25,2.0,64.3,16.08,6.48,1.62,71.08,1B,133.7,18.6,0.2618,17.1,85.3,Lady Bird → Little Women,79.2,Lady Bird → Little Women → Barbie,,,88.4,0.25,0.0,0.25,0.5,0.0,0.0,2,0.5,True,0.4398199234406034,0.9147019756910907,0.5298950747620212,0.765775929232383,0.6462504254919356
Guillermo del Toro,13,5,8,2,6,4,1,0,1,0.75,0.846,1.25,2.096,173.8,13.37,17.52,1.35,68.37,1B,126.4,13.3,0.1948,14.0,81.3,Pan's Labyrinth → Hellboy II: The Golden Army,75.8,Pan's Labyrinth → Hellboy II: The Golden Army → Pacific Rim,72.1,Pan's Labyrinth → Hellboy II: The Golden Army → Pacific Rim → Crimson Peak → The Shape of Water,94.3,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,2,0.15384615384615385,True,0.9041426563316369,0.7165683612055818,0.4231172993825738,0.8444073247770287,0.7250456770019358
Gus Van Sant,22,6,16,10,6,5,0,0,1,0.375,0.545,0.563,1.108,-4.8,-0.22,-0.48,-0.02,54.78,OUT,99.9,17.9,0.3273,17.5,79.2,To Die For → Good Will Hunting,67.1,Milk → Restless → My Own Private River,63.1,Drugstore Cowboy → My Own Private Idaho → Even Cowgirls Get the Blues → To Die For → Good Will Hunting,96.6,0.45454545454545453,0.2727272727272727,0.22727272727272727,0.0,0.0,0.045454545454545456,1,0.045454545454545456,True,-0.4769899655984503,-0.2770241926165844,-0.0937623166572378,-0.32747558055164827,-0.3012887331083203
Guy Ritchie,16,5,11,6,5,3,2,0,0,0.455,0.625,0.636,1.261,14.4,0.9,1.45,0.09,55.9,BB,104.4,20.1,0.3592,19.1,81.8,"Lock, Stock and Two Smoking Barrels → Snatch",64.7,Sherlock Holmes → Sherlock Holmes: A Game of Shadows → The Man from UNCLE,61.3,The Gentleman → Wrath of Man → Operation Fortune: Ruse de Guerre → The Covenant → The Ministry of Ungentlemanly Warfare,82.9,0.375,0.3125,0.1875,0.125,0.0,0.0,2,0.125,True,0.060055266421268794,-0.19513871356722265,-0.3761799713011532,-0.1247947047613848,-0.1497720322429903
Hal Ashby,11,1,10,4,6,3,3,0,0,0.6,0.636,0.9,1.536,29.9,2.72,3.01,0.27,57.72,BB,93.6,24.9,0.4322,22.1,82.0,Harold and Maude → The Last Detail,78.8,The Landlord → Harold and Maude → The Last Detail,73.5,The Last Detail → Shampoo → Bound for Glory → Coming Home → Being There,87.6,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.0,3,0.2727272727272727,True,0.21032073656987113,-0.06207481011200981,0.47843773411573703,0.24067026696058277,0.21532100536400972
Harald Zwart,10,0,10,9,1,1,0,0,0,0.1,0.1,0.1,0.2,-170.9,-17.09,-17.23,-1.72,37.91,OUT,70.4,12.9,0.34009999999999996,13.9,55.4,The 12th Man → Long Flat Balls III,47.0,The Karate Kid → The Mortal Instruments: City of Bones → The 12th Man,42.2,The Pink Panther 2 → The Karate Kid → The Mortal Instruments: City of Bones → The 12th Man → Long Flat Balls III,67.6,0.9,0.0,0.1,0.0,0.0,0.0,0,0.0,True,-1.455992013728451,-1.5104242207975958,-1.6799393917340093,-1.3371297115002232,-1.5018144495514811
Harry Beaumont,10,1,9,9,0,0,0,0,0,0.0,0.1,0.0,0.1,-110.5,-11.05,-11.14,-1.11,43.95,OUT,79.5,11.3,0.2561,12.8,54.5,Faithless → When Ladies Meet,50.1,Faithless → When Ladies Meet → Murder in the Private Car,47.0,"Our Blushing Brides → Dance, Fools, Dance → Laughing Sinners → Faithless → When Ladies Meet",55.1,0.9,0.1,0.0,0.0,0.0,0.0,0,0.0,True,-1.2257594684990518,-1.0688275302099663,-1.575598688422657,-1.5157400266187933,-1.33198240053163
Hayao Miyazaki,12,0,12,0,12,0,7,4,1,1.0,1.0,2.5,3.5,399.7,33.31,40.3,3.36,88.31,2B,156.3,4.3,0.0484,7.7,94.4,Princess Mononoke → Spirited Away,93.3,Princess Mononoke → Spirited Away → Howl's Moving Castle,90.8,My Neighbor Totoro → Kiki's Delivery Service → Porco Rosso → Princess Mononoke → Spirited Away,97.0,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,12,1.0,True,1.5163689102626554,2.174422336423683,1.5653899578571484,2.2361480131830485,1.837093349285614
