Director,PA,BB,AB,OUTS,H,1B,2B,3B,HR,BA,OBP,SLG,OPS,WAR,WAR/PA,Scaled WAR,Scaled WAR/PA,Average Composite Score,Bucket,Composite Score+,Standard Deviation,Coefficient of Variation,Adjusted StDev,Best 2 Film Run Score,Best 2 Film Run Titles,Best 3 Film Run Score,Best 3 Film Run Titles,Best 5 Film Run Score,Best 5 Film Run Titles,Best Top 2 Overall Score,Out Rate,BB Rate,1B Rate,2B Rate,3B Rate,HR Rate,XBH,XBH Rate,Eligible,Career_Value,Rate_Quality,Peak,Profile,Strength
Joseph McG,11,0,11,11,0,0,0,0,0,0.0,0.0,0.0,0.0,-228.8,-20.8,-23.07,-2.1,34.2,OUT,63.7,11.3,0.32909999999999995,12.7,46.0,We Are Marshall → Terminator Salvation,44.8,Charlie's Angels → Charlie's Angels: Full Throttle → We Are Marshall,40.7,Charlie's Angels → Charlie's Angels: Full Throttle → We Are Marshall → Terminator Salvation → This Mean War,54.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,-1.6406391542608365,-1.7816698701486064,-1.940020323564061,-1.5976477303111325,-1.7421438407686443
Josh Cooley,2,0,2,0,2,2,0,0,0,1.0,1.0,1.0,2.0,46.6,23.3,4.7,2.35,78.3,1B,149.0,1.1,0.0144,11.6,78.3,Toy Story 4 → Transformers One,,,,,79.1,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,True,0.33290910936584495,1.4425708674200122,-0.2350294589448506,1.0075324577979599,0.6032645764881359
Joss Whedon,5,1,4,1,3,2,1,0,0,0.75,0.8,1.0,1.8,51.1,10.22,5.15,1.03,65.22,1B,122.2,20.5,0.3146,18.2,75.5,Much Ado About Nothing → The Avengers,76.9,Serenity → Much Ado About Nothing → The Avengers,65.2,Serenity → Much Ado About Nothing → The Avengers → Avengers: Age of Ultron → Justice League,81.6,0.2,0.2,0.4,0.2,0.0,0.0,1,0.2,True,0.36161962267002695,0.48626545137925187,0.08355536545756913,0.6019605218477044,0.37133319537975423
Justin Lin,11,3,8,7,1,1,0,0,0,0.125,0.364,0.125,0.489,-73.3,-6.66,-7.39,-0.67,48.34,OUT,90.2,13.0,0.2691,13.9,64.2,Fast Five → Fast & Furious 6,63.9,Fast Five → Fast & Furious 6 → Star Trek Beyond,55.1,Finishing the Game → Fast & Furious → Fast Five → Fast & Furious 6 → Star Trek Beyond,69.1,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0,0.0,True,-1.0504582199147117,-0.7478656971504145,-0.7590776931626589,-1.0762407949728052,-0.907121472547243
Justine Triet,4,1,3,2,1,0,1,0,0,0.333,0.5,0.667,1.167,21.9,5.48,2.21,0.55,60.48,BB,114.4,17.4,0.28800000000000003,16.5,66.5,Sibyl → Anatomy of a Fall,62.9,In Bed with Victoria → Sibyl → Anatomy of a Fall,,,86.0,0.5,0.25,0.0,0.25,0.0,0.0,1,0.25,True,0.14001765718775225,0.1397144061167745,-0.3603954023426274,-0.31976513217218505,-0.07711797833457457
Kathryn Bigelow,11,0,11,5,6,5,1,0,0,0.545,0.545,0.636,1.182,62.0,5.64,6.25,0.57,60.64,BB,109.3,15.7,0.2594,15.8,80.2,The Hurt Locker → Zero Dark Thirty,77.0,The Hurt Locker → Zero Dark Thirty → Detroit,67.1,K-19: The Widowmaker → The Hurt Locker → Zero Dark Thirty → Detroit → A House of Dynamite,82.4,0.45454545454545453,0.0,0.45454545454545453,0.09090909090909091,0.0,0.0,1,0.09090909090909091,True,0.42691472987382423,0.1514123316952547,0.15795379343138244,-0.10246944039472514,0.1849220621648615
Kenji Mizoguchi,27,4,23,4,19,13,2,3,1,0.826,0.852,1.304,2.156,431.2,15.97,43.48,1.61,70.97,1B,115.0,13.0,0.1838,13.5,91.8,The Life of Oharu → Ugetsu,89.2,Ugetsu → A Geisha → Sansho the Bailiff,86.4,The Life of Oharu → Ugetsu → A Geisha → Sansho the Bailiff → The Woman in the Rumor,95.7,0.14814814814814814,0.14814814814814814,0.48148148148148145,0.07407407407407407,0.1111111111111111,0.037037037037037035,6,0.2222222222222222,True,1.5859303177260577,0.9066596518558858,1.289595030099409,0.9670459316763677,1.2182519521419146
Kenneth Branagh,20,3,17,12,5,5,0,0,0,0.294,0.4,0.294,0.694,-119.7,-5.99,-12.07,-0.6,49.02,OUT,88.5,18.8,0.3836,18.2,71.1,In the Bleak Midwinter → Hamlet,63.6,Henry V → Dead Again → Peter's Friends,62.0,Peter's Friends → Much Ado About Nothing → Mary Shelley's Frankenstein → In the Bleak Midwinter → Hamlet,77.5,0.6,0.15,0.25,0.0,0.0,0.0,0,0.0,True,-1.2644109152756278,-0.6988806337905283,-0.4455002760702608,-0.7449025890931799,-0.8143990198665216
Kenneth Lonergan,3,1,2,0,2,0,2,0,0,1.0,1.0,2.0,3.0,69.6,23.2,7.02,2.34,78.2,1B,144.6,12.8,0.16390000000000002,14.7,76.5,Margaret → Manchester by the Sea,78.2,You Can Count on Me → Margaret → Manchester by the Sea,,,88.9,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2,0.6666666666666666,True,0.46924698867746334,1.4352596639334618,0.488599385506603,1.8266094947213523,0.9870607579075257
Kevin Costner,5,0,5,3,2,1,1,0,0,0.4,0.4,0.6,1.0,11.6,2.32,1.17,0.23,57.32,BB,104.2,20.2,0.3533,18.0,59.7,Open Range → Horizon: An American Saga - Chapter 1,62.5,Dances with Wolves → The Postman → Open Range,57.3,Dances with Wolves → The Postman → Open Range → Horizon: An American Saga - Chapter 1 → Horizon: An American Saga - Chapter 2,83.4,0.6,0.0,0.2,0.2,0.0,0.0,1,0.2,True,0.02537653145505928,-0.09131962405821045,-0.5645275574018372,-0.3917602476828171,-0.23470088546505757
King Vidor,32,10,22,11,11,9,1,1,0,0.5,0.656,0.636,1.293,183.0,5.72,18.45,0.58,60.72,BB,104.5,13.5,0.2223,13.8,82.7,Show People → The Crowd,79.8,Show People → The Crowd → The Patsy,76.7,The Big Parade → Bardelys the Magnificent → La Boheme → Show People → The Crowd,90.7,0.34375,0.3125,0.28125,0.03125,0.03125,0.0,2,0.0625,True,0.9351869793403061,0.15726129448449483,0.6471779009715125,-0.05506806443803241,0.4706522797784872
Kristoffer Borgli,3,1,2,1,1,1,0,0,0,0.5,0.667,0.5,1.167,24.7,8.23,2.49,0.83,63.23,BB,119.0,8.2,0.13019999999999998,13.0,67.7,Sick of Myself → Dream Scenario,63.2,DRIB → Sick of Myself → Dream Scenario,,,70.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,0.0,True,0.16588400988080856,0.3407725019969038,-0.65986799840545,-0.15827177109037982,-0.06166302535596995
Lars von Trier,18,6,12,7,5,2,1,2,0,0.417,0.611,0.833,1.444,96.2,5.34,9.7,0.54,60.34,BB,108.9,17.1,0.28350000000000003,16.8,89.9,Dancer in the Dark → Dogville,81.1,Dancer in the Dark → Dogville → Manderlay,70.4,Dancer in the Dark → Dogville → Manderlay → The Boss of It All → To Each His Own Cinema,90.8,0.3888888888888889,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,3,0.16666666666666666,True,0.6008779913458419,0.12947872123560422,0.47794640767854935,-0.01165059934637161,0.3297895597630166
Laurence Olivier,5,1,4,2,2,2,0,0,0,0.5,0.6,0.5,1.1,22.3,4.46,2.25,0.45,59.46,BB,94.0,12.4,0.2078,14.1,71.6,Hamlet → Richard III,67.7,Henry V → Hamlet → Richard III,59.5,Henry V → Hamlet → Richard III → The Prince and the Showgirl → Three Sisters,73.3,0.4,0.2,0.4,0.0,0.0,0.0,0,0.0,True,0.1438093233612653,0.06514013055396288,-0.45896188610931277,-0.21314993256424708,-0.09794262839330731
Lee Isaac Chung,5,1,4,2,2,1,1,0,0,0.5,0.6,0.75,1.35,27.3,5.46,2.75,0.55,60.46,BB,114.4,17.2,0.2842,16.5,71.5,Minari → Twisters,62.4,Abigail Harm → Minari → Twisters,60.5,Munyurangabo → Lucky Life → Abigail Harm → Minari → Twisters,85.8,0.4,0.2,0.2,0.2,0.0,0.0,1,0.2,True,0.1886284183540249,0.13825216541946442,-0.4349234043741128,-0.008380673333398906,-0.019255418899134406
Lee Unkrich,2,0,2,0,2,0,0,2,0,1.0,1.0,3.0,4.0,72.8,36.4,7.34,3.67,91.4,3B,172.5,1.8,0.020099999999999996,11.8,91.4,Toy Story 3 → Coco,,,,,92.7,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,True,0.4861526781173304,2.4003385241580824,0.7914711110173385,2.645686531644745,1.4729355185580033
Len Wiseman,5,0,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,-51.9,-10.38,-5.23,-1.05,44.62,OUT,84.0,10.1,0.2254,12.9,46.9,Underworld → Underworld: Evolution,47.4,Underworld → Underworld: Evolution → Live Free or Die Hard,44.6,Underworld → Underworld: Evolution → Live Free or Die Hard → Total Recall → Ballerina,52.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,-0.9282880116314034,-1.01984246685008,-1.75606688313432,-1.5976477303111325,-1.2919932870477475
Leo McCarey,18,2,16,10,6,4,1,1,0,0.375,0.444,0.563,1.007,45.9,2.55,4.63,0.26,57.55,BB,96.3,17.3,0.3005,17.0,85.4,Make Way for Tomorrow → The Awful Truth,80.2,Make Way for Tomorrow → The Awful Truth → Love Affair,73.7,Ruggles of Red Gap → The Milky Way → Make Way for Tomorrow → The Awful Truth → Love Affair,91.7,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,2,0.1111111111111111,True,0.3283214259636893,-0.0745038560391451,0.5711589018451338,-0.41020236128091114,0.14061971698442177
Lewis Milestone,24,6,18,14,4,2,1,1,0,0.222,0.417,0.389,0.806,-22.1,-0.92,-2.23,-0.09,54.08,OUT,90.2,13.0,0.2409,13.5,71.7,All Quiet on the Western Front → The Front Page,67.3,All Quiet on the Western Front → The Front Page → Rain,60.7,The Racket → All Quiet on the Western Front → The Front Page → Rain → Hallelujah I'm a Bum,91.7,0.5833333333333334,0.25,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,2,0.08333333333333333,True,-0.7036153139005973,-0.32820261702243547,-0.22251600883503142,-0.7227918411846459,-0.49332261887147516
Louis Leterrier,9,2,7,7,0,0,0,0,0,0.0,0.222,0.0,0.222,-97.4,-10.82,-9.82,-1.09,44.18,OUT,82.4,10.4,0.2353,12.3,53.2,Unleashed → The Incredible Hulk,51.3,The Transporter → Transporter 2 → Unleashed,46.9,Transporter 2 → Unleashed → The Incredible Hulk → Clash of the Titans → Now You See Me,58.1,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0,0.0,True,-1.1680127797881752,-1.0520117621909009,-1.5108750922385337,-1.4158126281141394,-1.274288073166639
Luca Guadagnino,9,3,6,2,4,3,1,0,0,0.667,0.778,0.833,1.611,37.6,4.18,3.79,0.42,59.18,BB,112.0,19.4,0.32789999999999997,18.1,74.6,Call Me by Your Name → Suspiria,73.1,I Am Love → A Bigger Splash → Call Me by Your Name,69.4,I Am Love → A Bigger Splash → Call Me by Your Name → Suspiria → Bones and All,87.1,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.0,1,0.1111111111111111,True,0.2702986202226952,0.04466876079162242,0.1761716085850245,0.3668917943854118,0.20967803728805268
Luchino Visconti,17,2,15,2,13,8,3,2,0,0.867,0.882,1.333,2.216,285.4,16.79,28.78,1.69,71.79,1B,112.9,13.3,0.1858,13.9,88.2,White Nights → Rocco and His Brothers,83.4,Senso → White Nights → Rocco and His Brothers,80.3,Senso → White Nights → Rocco and His Brothers → Boccaccio '70 → The Leopard,93.7,0.11764705882352941,0.11764705882352941,0.47058823529411764,0.17647058823529413,0.11764705882352941,0.0,5,0.29411764705882354,True,1.237926627219911,0.966611520445597,0.9017156187803115,1.0558386245765257,1.0496274978877556
Luis Bunuel,29,6,23,6,17,8,6,3,0,0.739,0.793,1.261,2.054,371.5,12.81,37.46,1.29,67.81,1B,107.2,14.9,0.21989999999999998,15.0,90.0,Viridiana → The Exterminating Angel,83.8,The Young One → Viridiana → The Exterminating Angel,80.4,The Young One → Viridiana → The Exterminating Angel → Diary of a Chambermaid → Belle de Jour,92.6,0.20689655172413793,0.20689655172413793,0.27586206896551724,0.20689655172413793,0.10344827586206896,0.0,9,0.3103448275862069,True,1.451885821957534,0.6756256216809009,0.9039008122905654,0.7993688019693607,0.9903211154739989
M. Night Shyamalan,16,1,15,12,3,2,1,0,0,0.2,0.25,0.267,0.517,-217.5,-13.59,-21.93,-1.37,41.41,OUT,76.0,21.8,0.5274,20.4,77.0,The Sixth Sense → Unbreakable,71.7,The Sixth Sense → Unbreakable → Signs,60.5,Wide Awake → The Sixth Sense → Unbreakable → Signs → The Village,84.6,0.75,0.0625,0.125,0.0625,0.0,0.0,1,0.0625,True,-1.6066166240557573,-1.2545320987683402,-0.18463609758592575,-0.9807796793692771,-1.037932972179149
Makoto Shinkai,6,1,5,1,4,3,0,0,1,0.8,0.833,1.4,2.233,89.6,14.93,9.03,1.51,69.93,1B,131.0,15.7,0.2245,15.7,83.8,Your Name. → Weathering with You,81.5,Your Name. → Weathering with You → Suzume,74.2,5 Centimeters per Second → Children Who Chase Lost Voices → Your Name. → Weathering with You → Suzume,94.3,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666,1,0.16666666666666666,True,0.5698817825187295,0.8306231355957641,0.6539291843699091,1.0049721845486488,0.7430970516567669
Malcolm D. Lee,11,1,10,10,0,0,0,0,0,0.0,0.091,0.0,0.091,-240.9,-21.9,-24.29,-2.21,33.1,OUT,61.1,18.6,0.5633,17.8,48.0,The Best Man → Undercover Brother,49.0,The Best Man → Undercover Brother → Roll Bounce,43.0,"The Best Man → Undercover Brother → Roll Bounce → Soul Men → Welcome Home, Roscoe Jenkins",55.1,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0,0.0,True,-1.6761305584401671,-1.862093108500658,-1.738396297650672,-1.523111719951104,-1.7075838630601035
Mamoru Hosoda,9,2,7,2,5,4,0,1,0,0.714,0.778,1.0,1.778,112.1,12.46,11.3,1.26,67.46,1B,126.2,16.4,0.2425,16.2,84.6,Wolf Children → The Boy and the Beast,81.0,The Girl Who Leapt Through Time → Summer Wars → Wolf Children,79.6,One Piece: Baron Omatsuri and the Secret Island → The Girl Who Leapt Through Time → Summer Wars → Wolf Children → The Boy and the Beast,90.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.0,1,0.1111111111111111,True,0.6708234179369932,0.6500364094779753,0.7687013042611608,0.5491278869219468,0.6657570312002713
Marc Forster,13,2,11,5,6,6,0,0,0,0.545,0.615,0.545,1.161,20.5,1.58,2.07,0.16,56.58,BB,105.2,15.1,0.2668,15.3,71.3,A Man Called Otto → White Bird,69.5,Christopher Robin → A Man Called Otto → White Bird,64.2,Monster's Ball → Finding Neverland → Stay → Stranger Than Fiction → The Kite Runner,73.3,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.0,0.0,0.0,0,0.0,True,0.12646896348438452,-0.1454225298586816,-0.2532751552717863,-0.1196700581701163,-0.08566774387132488
Marc Webb,6,1,5,3,2,2,0,0,0,0.4,0.5,0.4,0.9,-9.9,-1.65,-1.0,-0.17,53.35,OUT,100.5,21.9,0.4105,19.1,70.8,500 Days of Summer → The Amazing Spider-Man,63.7,500 Days of Summer → The Amazing Spider-Man → The Amazing Spider-Man 2,59.5,500 Days of Summer → The Amazing Spider-Man → The Amazing Spider-Man 2 → Gifted → The Only Living Boy in New York,78.5,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0,0.0,True,-0.563954192920132,-0.38157440247425156,-0.5135829705902143,-0.4736679513751563,-0.4877091914171874
Mark Mylod,4,0,4,3,1,1,0,0,0,0.25,0.25,0.25,0.5,-37.8,-9.45,-3.81,-0.95,45.55,OUT,84.5,15.7,0.3456,15.8,51.0,What's Your Number? → The Menu,46.2,The Big White → What's Your Number? → The Menu,,,68.3,0.75,0.0,0.25,0.0,0.0,0.0,0,0.0,True,-0.833448494387231,-0.9518482744251637,-1.586270174556139,-0.9463526832838595,-1.0738346972182669
Martin Campbell,19,2,17,15,2,1,1,0,0,0.118,0.211,0.176,0.387,-251.5,-13.24,-25.36,-1.33,41.76,OUT,75.2,17.4,0.41600000000000004,17.0,67.2,Casino Royale → Edge of Darkness,58.8,No Escape → GoldenEye → The Mask of Zorro,52.4,Cast a Deadly Spell → No Escape → GoldenEye → The Mask of Zorro → Vertical Limit,87.7,0.7894736842105263,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,0.0,1,0.05263157894736842,True,-1.7065311849616207,-1.2289428865654146,-0.7820199361920315,-1.1665558355388272,-1.248011228285613
Martin McDonagh,4,0,4,0,4,1,3,0,0,1.0,1.0,1.75,2.75,103.9,25.98,10.48,2.62,80.98,2B,151.9,8.4,0.1033,12.5,86.0,"Three Billboards Outside Ebbing, Missouri → The Banshees of Inishirin",80.3,"Seven Psychopaths → Three Billboards Outside Ebbing, Missouri → The Banshees of Inishirin",,,88.5,0.0,0.0,0.25,0.75,0.0,0.0,3,0.75,True,0.6356434798668348,1.6385111208595562,0.5887005208535842,1.6218402354905042,1.0718640014864365
Martin Scorsese,26,1,25,2,23,12,7,3,1,0.92,0.923,1.56,2.483,584.6,22.48,58.94,2.27,77.48,1B,135.7,12.5,0.1618,13.1,88.5,Raging Bull → The King of Comedy,87.6,Raging Bull → The King of Comedy → After Hours,83.7,The King of Comedy → After Hours → The Color of Money → The Last Temptation of the Christ → GoodFellas,96.5,0.07692307692307693,0.038461538461538464,0.46153846153846156,0.2692307692307692,0.11538461538461539,0.038461538461538464,11,0.4230769230769231,True,1.892619106230833,1.3826189988303008,1.1644337446084831,1.3257845774909738,1.4697058332271407
Mary Harron,7,0,7,6,1,1,0,0,0,0.143,0.143,0.143,0.286,-88.1,-12.59,-8.88,-1.27,42.41,OUT,77.3,18.7,0.441,17.5,65.8,I Shot Andy Warhol → American Psycho,59.4,I Shot Andy Warhol → American Psycho → The Notorious Bettie Page,46.1,I Shot Andy Warhol → American Psycho → The Notorious Bettie Page → The Moth Diaries → Anna Nicole,76.9,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0,0.0,True,-1.1244838972381823,-1.1814200639028387,-1.0945193663050357,-1.2251069634115321,-1.1513514194057297
Masaki Kobayashi,18,5,13,2,11,5,0,3,3,0.846,0.889,2.0,2.889,322.7,17.93,32.54,1.81,72.93,1B,113.5,17.2,0.2353,16.9,98.2,The Human Condition II: Road to Eternity → The Human Condition III: A Soldier's Prayer,96.3,The Human Condition I: No Greater Love → The Human Condition II: Road to Eternity → The Human Condition III: A Soldier's Prayer,91.7,The Human Condition I: No Greater Love → The Human Condition II: Road to Eternity → The Human Condition III: A Soldier's Prayer → The Inheritance → Harakiri,99.2,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.0,0.16666666666666666,0.16666666666666666,6,0.3333333333333333,True,1.334093243740477,1.0499592401922688,1.7050251520564021,1.5867699220264604,1.406328055589603
Mathieu Kassovitz,7,2,5,4,1,0,0,0,1,0.2,0.429,0.8,1.229,-29.6,-4.23,-2.98,-0.43,50.77,OUT,90.7,24.4,0.4806,20.8,72.4,La haine → Assassin(s),67.1,La haine → Assassin(s) → The Crimson Rivers,55.9,Metisse → La haine → Assassin(s) → The Crimson Rivers → Gothika,95.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,1,0.14285714285714285,True,-0.7695644912565076,-0.5702034524272457,-0.34873324312083365,-0.39759682907982147,-0.5401228870799364
Matt Reeves,6,1,5,1,4,1,3,0,0,0.8,0.833,1.4,2.233,73.0,12.17,7.36,1.23,67.17,1B,125.6,21.8,0.32520000000000004,19.1,81.2,War for the Planet of the Apes → The Batman,81.3,Dawn of the Planet of the Apes  → War for the Planet of the Apes → The Batman,75.5,Cloverfield → Let Me In → Dawn of the Planet of the Apes  → War for the Planet of the Apes → The Batman,82.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,3,0.5,True,0.4871969283824253,0.62883391936698,0.5517633146906462,1.0049721845486488,0.6423028239388638
Matt Shakman,2,1,1,1,0,0,0,0,0,0.0,0.5,0.0,0.5,-12.2,-6.1,-1.23,-0.62,48.9,OUT,94.3,18.8,0.3846,16.7,48.9,Cut Bank → The Fantastic 4: First Steps,,,,,62.2,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,True,-0.5948278710165144,-0.7069229576257334,-1.51060737308904,-1.1881092118494363,-0.9704527863535349
Matthew Vaughn,8,0,8,3,5,5,0,0,0,0.625,0.625,0.625,1.25,44.9,5.61,4.53,0.57,60.61,BB,113.8,19.1,0.3147,17.8,75.6,X-Men: First Class → Kingsman: The Secret Service,74.7,Kick-Ass → X-Men: First Class → Kingsman: The Secret Service,73.8,Layer Cake → Stardust → Kick-Ass → X-Men: First Class → Kingsman: The Secret Service,75.9,0.375,0.0,0.625,0.0,0.0,0.0,0,0.0,True,0.3217070039726911,0.14921897064928968,0.23951162350281346,0.030589887257050113,0.1998127271812431
Mel Gibson,6,2,4,1,3,1,2,0,0,0.75,0.833,1.25,2.083,54.8,9.13,5.53,0.92,64.13,BB,116.7,23.3,0.3639,19.9,80.9,Apocalypto → Hacksaw Ridge,74.4,The Passion of the Christ → Apocalypto → Hacksaw Ridge,72.6,The Man Without a Face → Braveheart → The Passion of the Christ → Apocalypto → Hacksaw Ridge,84.8,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,2,0.3333333333333333,True,0.3849005295646073,0.4065733333758552,0.292286652488148,0.8337593232970247,0.4569370199947879
Michael Anderson,23,3,20,19,1,1,0,0,0,0.05,0.174,0.05,0.224,-234.7,-10.2,-23.66,-1.03,44.8,OUT,72.0,11.6,0.258,12.3,60.7,The Dam Busters → 1984,56.5,Chase a Crooked Shadow → Shake Hands with the Devil → The Wreck of the Mary Deare,57.2,The Dam Busters → 1984 → Around the World in 80 Days → Chase a Crooked Shadow → Shake Hands with the Devil,69.3,0.8260869565217391,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0,0.0,True,-1.6579172525749355,-1.00668230057429,-0.8976940281495077,-1.3658231683271773,-1.2466338916188655
Michael Bay,15,2,13,12,1,1,0,0,0,0.077,0.2,0.077,0.277,-179.1,-11.94,-18.06,-1.2,43.06,OUT,78.9,14.1,0.3281,14.5,59.5,Bad Boys → The Rock,55.5,Bad Boys → The Rock → Armageddon,50.1,Bad Boys → The Rock → Armageddon → Pearl Harbor → Bad Boys II,68.5,0.8,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0,0.0,True,-1.4839634949085294,-1.1338972412402626,-1.1686914048741397,-1.296302380285155,-1.2800966860581904
Michael Cimino,7,2,5,3,2,1,0,1,0,0.4,0.571,0.8,1.371,-20.2,-2.89,-2.04,-0.29,52.11,OUT,86.9,22.7,0.4355,19.8,78.8,Thunderbolt and Lightfoot → The Deer Hunter,71.9,Thunderbolt and Lightfoot → The Deer Hunter → Heaven's Gate,59.9,Thunderbolt and Lightfoot → The Deer Hunter → Heaven's Gate → Year of the Dragon → The Sicilian,90.1,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,1,0.14285714285714285,True,-0.6852041860761667,-0.4722333257074735,-0.13643008351963803,-0.08788266698423841,-0.3753036415264756
Michael Curtiz,82,16,66,45,21,14,5,1,1,0.318,0.451,0.47,0.921,82.0,1.0,8.27,0.1,56.0,BB,92.9,14.1,0.25120000000000003,14.2,86.7,Casablanca → Yankee Doodle Dandy,77.0,Captains of the Clouds → Casablanca → Yankee Doodle Dandy,70.5,Dive Bomber → The Sea Wolf → Captains of the Clouds → Casablanca → Yankee Doodle Dandy,97.2,0.5487804878048781,0.1951219512195122,0.17073170731707318,0.06097560975609756,0.012195121951219513,0.012195121951219513,7,0.08536585365853659,True,0.5332946351074711,-0.1878275100806725,0.43736368196143915,-0.5357634749692742,0.11521973850857811
Michael Haneke,17,3,14,5,9,5,3,1,0,0.643,0.706,1.0,1.706,198.6,11.68,20.02,1.18,66.68,1B,118.7,14.1,0.2116,14.5,88.4,The White Ribbon → Amour,77.4,Funny Games → The White Ribbon → Amour,72.9,Cache → Funny Games → The White Ribbon → Amour → Happy End,89.0,0.29411764705882354,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.0,4,0.23529411764705882,True,0.9858699658641211,0.593009022282884,0.43482722406944774,0.4214954861508387,0.637019148577487
Michael Mann,12,3,9,3,6,4,1,1,0,0.667,0.75,1.0,1.75,117.4,9.78,11.84,0.99,64.78,BB,115.4,19.6,0.303,18.5,88.6,Heat → The Insider,85.3,The Last of the Mohicans → Heat → The Insider,78.7,The Last of the Mohicans → Heat → The Insider → Ali → Collateral,89.2,0.25,0.25,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,2,0.16666666666666666,True,0.6932971302641708,0.4540961560384311,0.8520428746096438,0.4807435025177634,0.6306725972448226
Michel Gondry,12,2,10,8,2,1,0,1,0,0.2,0.333,0.4,0.733,-21.7,-1.81,-2.19,-0.18,53.19,OUT,99.9,17.0,0.3191,16.6,80.7,Eternal Sunshine of the Spotless Mind → The Science of Sleep,70.4,Eternal Sunshine of the Spotless Mind → The Science of Sleep → Be Kind Rewind,63.7,Human Nature → Eternal Sunshine of the Spotless Mind → The Science of Sleep → Be Kind Rewind → Tokyo!,93.4,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,1,0.08333333333333333,True,-0.6998065288120361,-0.3932723280527318,-0.016621254182431044,-0.8038590393938243,-0.47318716208116646
Michel Hazanavicius,11,1,10,6,4,2,2,0,0,0.4,0.455,0.6,1.055,-9.2,-0.84,-0.93,-0.08,54.16,OUT,100.7,20.9,0.38530000000000003,19.3,74.5,OSS 117: Lost in Rio → The Artist,72.1,"OSS 117: Cairo, Nest of Spies → OSS 117: Lost in Rio → The Artist",66.6,"La classe americaine → Mes amis → OSS 117: Cairo, Nest of Spies → OSS 117: Lost in Rio → The Artist",84.9,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.0,2,0.18181818181818182,True,-0.553865753303179,-0.32235365423319534,0.03077964780817906,-0.3467110106520305,-0.30839542972761386
Michelangelo Antonioni,16,3,13,5,8,5,2,1,0,0.615,0.688,0.923,1.611,174.1,10.88,17.55,1.1,65.88,1B,104.0,15.4,0.2339,15.5,87.2,L'Avventura → La Notte,85.6,L'Avventura → La Notte → L'Eclisse,82.3,Il Grido → L'Avventura → La Notte → L'Eclisse → Red Desert,90.1,0.3125,0.1875,0.3125,0.125,0.0625,0.0,3,0.1875,True,0.9051567698614748,0.5345193943904829,0.9891725509342899,0.3166064364437718,0.7157913045783899
Mike Flanagan,9,3,6,4,2,2,0,0,0,0.333,0.556,0.333,0.889,17.7,1.97,1.78,0.2,56.97,BB,106.8,7.2,0.1263,10.3,66.3,Doctor Sleep → The Life of Chuck,65.1,Gerald's Game → Doctor Sleep → The Life of Chuck,61.4,Hush → Ouija: Origin of Evil → Gerald's Game → Doctor Sleep → The Life of Chuck,66.4,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0,0.0,True,0.09686093643527537,-0.11690883626113599,-0.5483489187183005,-0.5474685484368882,-0.24674986750165417
