Rank,Director,Eligible,Strength,Expected Wins,Expected Win %,PA,WAR,Scaled WAR,WAR/PA,Scaled WAR/PA,BA,OBP,SLG,OPS,HR,3B,2B,1B,BB,OUTS,Out Rate,BB Rate,HR Rate,XBH,XBH Rate,Best Top 2 Overall Score,Best 2 Film Run Score,Best 2 Film Run Titles,Best 3 Film Run Score,Best 3 Film Run Titles,Best 5 Film Run Score,Best 5 Film Run Titles,Career_Value,Rate_Quality,Peak,Profile
321,Harry Beaumont,True,-1.331982,85.68148,0.243413,10,-110.5,-11.14,-11.05,-1.11,0.0,0.1,0.0,0.1,0,0,0,0,1,9,0.9,0.1,0.0,0,0.0,55.1,54.5,Faithless → When Ladies Meet,50.1,Faithless → When Ladies Meet → Murder in the Private Car,47.0,"Our Blushing Brides → Dance, Fools, Dance → Laughing Sinners → Faithless → When Ladies Meet",-1.225759,-1.068828,-1.575599,-1.51574
322,Daniel Espinosa,True,-1.332354,85.660972,0.243355,6,-81.1,-8.18,-13.52,-1.36,0.0,0.167,0.0,0.167,0,0,0,0,1,5,0.833333,0.166667,0.0,0,0.0,61.5,54.2,Easy Money → Safe House,48.1,Easy Money → Safe House → Child 44,45.7,The Babylon Syndrome → Easy Money → Safe House → Child 44 → Life,-1.09055,-1.249414,-1.602652,-1.460862
323,Peter Farrelly,True,-1.35144,84.611946,0.240375,16,-266.2,-26.84,-16.64,-1.68,0.071,0.188,0.143,0.33,0,0,1,0,2,13,0.8125,0.125,0.0,1,0.0625,87.6,69.2,Green Book → The Greatest Beer Run Ever,57.7,Green Book → The Greatest Beer Run Ever → Ricky Stanicky,52.1,"Dumb and Dumber → Kingpin → There's Something About Mary → Me, Myself & Irene → Osmosis Jones",-1.747542,-1.477524,-0.824232,-1.258693
324,Rawson Marshall Thurber,True,-1.352888,84.53271,0.24015,6,-75.2,-7.58,-12.53,-1.26,0.0,0.167,0.0,0.167,0,0,0,0,1,5,0.833333,0.166667,0.0,0,0.0,56.3,49.3,We're the Millers → Central Intelligence,46.0,Dodgeball: A True Underdog Story → The Mysteries of Pittsburgh → We're the Millers,43.5,Dodgeball: A True Underdog Story → The Mysteries of Pittsburgh → We're the Millers → Central Intelligence → Skyscraper,-1.060289,-1.177033,-1.793482,-1.460862
325,Jake Kasdan,True,-1.402492,81.84571,0.232516,9,-137.6,-13.87,-15.29,-1.54,0.0,0.222,0.0,0.222,0,0,0,0,2,7,0.777778,0.222222,0.0,0,0.0,63.1,54.9,The TV Set → Walk Hard: The Dewey Cox Story,50.4,Orange County → The TV Set → Walk Hard: The Dewey Cox Story,46.4,Zero Effect → Orange County → The TV Set → Walk Hard: The Dewey Cox Story → Bad Teacher,-1.335203,-1.378823,-1.496251,-1.415813
326,Wes Craven,True,-1.415707,81.139101,0.230509,25,-404.0,-40.73,-16.16,-1.63,0.095,0.24,0.095,0.335,0,0,0,2,4,19,0.76,0.16,0.0,0,0.0,78.1,67.2,Scream → Scream 2,63.3,Scream → Scream 2 → Music of the Heart,53.4,The People Under the Stairs → New Nightmare → Vampire in Brooklyn → Scream → Scream 2,-2.087629,-1.44243,-0.730131,-1.231389
327,Sean Anders,True,-1.433844,80.175694,0.227772,7,-116.0,-11.7,-16.57,-1.67,0.143,0.143,0.143,0.286,0,0,0,1,0,6,0.857143,0.0,0.0,0,0.0,65.3,52.2,Instant Family → Spirited,45.3,Daddy's Home 2 → Instant Family → Spirited,41.3,Horrible Bosses 2 → Daddy's Home → Daddy's Home 2 → Instant Family → Spirited,-1.249218,-1.472406,-1.783821,-1.225107
328,Stephen Sommers,True,-1.44714,79.474073,0.225779,10,-149.5,-15.07,-14.95,-1.51,0.0,0.1,0.0,0.1,0,0,0,0,1,9,0.9,0.1,0.0,0,0.0,64.0,53.6,The Mummy → The Mummy Returns,49.2,Deep Rising → The Mummy → The Mummy Returns,45.0,The Adventures of Huck Finn → The Jungle Book → Deep Rising → The Mummy → The Mummy Returns,-1.379867,-1.353964,-1.566165,-1.51574
329,Jared Hess,True,-1.464987,78.53862,0.223121,7,-124.5,-12.55,-17.79,-1.79,0.0,0.143,0.0,0.143,0,0,0,0,1,6,0.857143,0.142857,0.0,0,0.0,64.4,54.9,Napoleon Dynamite → Nacho Libre,51.8,Napoleon Dynamite → Nacho Libre → Gentlemen Broncos,42.4,Napoleon Dynamite → Nacho Libre → Gentlemen Broncos → Don Verdean → Masterminds,-1.283777,-1.561603,-1.573397,-1.48052
330,Hugh Hudson,True,-1.490638,77.206674,0.219337,7,-109.9,-11.08,-15.7,-1.58,0.0,0.143,0.0,0.143,0,0,0,0,1,6,0.857143,0.142857,0.0,0,0.0,59.6,52.5,"Chariots of Fire → Greystoke: The Legend of Tarzan, Lord of the Apes",42.5,"Chariots of Fire → Greystoke: The Legend of Tarzan, Lord of the Apes → Revolution",42.1,"Chariots of Fire → Greystoke: The Legend of Tarzan, Lord of the Apes → Revolution → Lost Angels → My Life So Far",-1.223211,-1.408798,-1.901483,-1.48052
331,Harald Zwart,True,-1.501814,76.630963,0.217702,10,-170.9,-17.23,-17.09,-1.72,0.1,0.1,0.1,0.2,0,0,0,1,0,9,0.9,0.0,0.0,0,0.0,67.6,55.4,The 12th Man → Long Flat Balls III,47.0,The Karate Kid → The Mortal Instruments: City of Bones → The 12th Man,42.2,The Pink Panther 2 → The Karate Kid → The Mortal Instruments: City of Bones → The 12th Man → Long Flat Balls III,-1.455992,-1.510424,-1.679939,-1.33713
332,Jaume Collet-Serra,True,-1.57985,72.690261,0.206506,12,-216.8,-21.86,-18.07,-1.82,0.0,0.083,0.0,0.083,0,0,0,0,1,11,0.916667,0.083333,0.0,0,0.0,55.6,50.9,Orphan → Unknown,50.5,Orphan → Unknown → Non-Stop,46.1,Orphan → Unknown → Non-Stop → Run All Night → The Shallows,-1.604499,-1.582074,-1.588195,-1.529664
333,Gil Junger,True,-1.626585,70.396532,0.19999,11,-256.0,-25.81,-23.27,-2.35,0.1,0.182,0.1,0.282,0,0,0,1,1,9,0.818182,0.090909,0.0,0,0.0,74.0,48.4,10 Things I Hate About You → Black Knight,51.9,10 Things I Hate About You → Black Knight → If Only,42.3,10 Things I Hate About You → Black Knight → If Only → Get Smart's Bruce and Lloyd Out of Control → My Fake Fiance,-1.719125,-1.962257,-1.465161,-1.269965
334,Andy Fickman,True,-1.649701,69.280403,0.196819,12,-286.6,-28.9,-23.88,-2.41,0.091,0.167,0.091,0.258,0,0,0,1,1,10,0.833333,0.083333,0.0,0,0.0,79.1,58.0,Reefer Madness: The Movie Musical → She's the Man,52.4,Reefer Madness: The Movie Musical → She's the Man → The Game Plan,42.4,Reefer Madness: The Movie Musical → She's the Man → The Game Plan → Race to Witch Mountain → You Again,-1.802787,-2.006855,-1.389944,-1.298326
335,Roland Emmerich,True,-1.689128,67.404907,0.191491,18,-364.3,-36.73,-20.24,-2.04,0.0,0.111,0.0,0.111,0,0,0,0,2,16,0.888889,0.111111,0.0,0,0.0,63.3,57.0,Stargate → Independence Day,51.0,Universal Soldier → Stargate → Independence Day,48.3,Stargate → Independence Day → Godzilla → The Patriot → The Day After Tomorrow,-1.996617,-1.740727,-1.414459,-1.50673
336,Malcolm D. Lee,True,-1.707584,66.539149,0.189032,11,-240.9,-24.29,-21.9,-2.21,0.0,0.091,0.0,0.091,0,0,0,0,1,10,0.909091,0.090909,0.0,0,0.0,55.1,48.0,The Best Man → Undercover Brother,49.0,The Best Man → Undercover Brother → Roll Bounce,43.0,"The Best Man → Undercover Brother → Roll Bounce → Soul Men → Welcome Home, Roscoe Jenkins",-1.676131,-1.862093,-1.738396,-1.523112
337,Joseph McG,True,-1.742144,64.938886,0.184485,11,-228.8,-23.07,-20.8,-2.1,0.0,0.0,0.0,0.0,0,0,0,0,0,11,1.0,0.0,0.0,0,0.0,54.5,46.0,We Are Marshall → Terminator Salvation,44.8,Charlie's Angels → Charlie's Angels: Full Throttle → We Are Marshall,40.7,Charlie's Angels → Charlie's Angels: Full Throttle → We Are Marshall → Terminator Salvation → This Mean War,-1.640639,-1.78167,-1.94002,-1.597648
338,S.J. Clarkson,True,-1.78961,62.785371,0.178368,2,-50.6,-5.1,-25.3,-2.55,0.0,0.0,0.0,0.0,0,0,0,0,0,2,1.0,0.0,0.0,0,0.0,46.9,29.7,Toast → Madame Web,,,,,-0.920191,-2.110674,-2.665421,-1.597648
339,Rob Cohen,True,-1.835945,60.732633,0.172536,12,-305.6,-30.81,-25.47,-2.57,0.0,0.167,0.0,0.167,0,0,0,0,2,10,0.833333,0.166667,0.0,0,0.0,57.8,50.5,Dragon: The Bruce Lee Story → DragonHeart,45.3,Dragon: The Bruce Lee Story → DragonHeart → Daylight,42.5,Dragon: The Bruce Lee Story → DragonHeart → Daylight → The Rat Pack → The Skulls,-1.852275,-2.123103,-1.829258,-1.460862
340,Paul W.S. Anderson,True,-1.859009,59.729002,0.169685,15,-325.0,-32.77,-21.67,-2.18,0.0,0.0,0.0,0.0,0,0,0,0,0,15,1.0,0.0,0.0,0,0.0,47.0,44.9,Mortal Kombat → Event Horizon,43.2,Mortal Kombat → Event Horizon → Soldier,41.9,Mortal Kombat → Event Horizon → Soldier → The Sight → Resident Evil,-1.901488,-1.845277,-2.030855,-1.597648
341,Dennis Dugan,True,-1.865832,59.434393,0.168848,16,-383.5,-38.67,-23.97,-2.42,0.0,0.063,0.0,0.063,0,0,0,0,1,15,0.9375,0.0625,0.0,0,0.0,57.9,43.2,The Shaggy Dog → Happy Gilmore,47.0,Brain Donors → The Shaggy Dog → Happy Gilmore,43.0,Brain Donors → The Shaggy Dog → Happy Gilmore → Beverly Hills Ninja → Big Daddy,-2.041346,-2.013435,-1.763443,-1.546046
342,Tommy Wiseau,True,-1.890232,58.389485,0.165879,2,-49.8,-5.02,-24.9,-2.51,0.0,0.0,0.0,0.0,0,0,0,0,0,2,1.0,0.0,0.0,0,0.0,41.1,30.1,The Room → Big Shark,,,,,-0.915157,-2.081429,-3.103193,-1.597648
343,Renny Harlin,True,-1.965769,55.239558,0.156931,27,-663.8,-66.93,-24.59,-2.48,0.0,0.037,0.0,0.037,0,0,0,0,1,26,0.962963,0.037037,0.0,0,0.0,63.4,52.1,A Nightmare on Elm Street 4: The Dream Master → Die Hard 2,50.5,Die Hard 2 → The Adventures of Ford Fairlane → Cliffhanger,48.1,Die Hard 2 → The Adventures of Ford Fairlane → Cliffhanger → Cutthroat Island → The Long Kiss Goodnight,-2.596956,-2.058764,-1.434093,-1.567342
344,Tim Story,True,-2.03215,52.576668,0.149366,14,-354.3,-35.72,-25.31,-2.55,0.0,0.0,0.0,0.0,0,0,0,0,0,14,1.0,0.0,0.0,0,0.0,45.8,44.0,Hurricane Season → Think Like a Man,39.9,Hurricane Season → Think Like a Man → Ride Along,34.8,Fantastic Four → Fantastic Four: Rise of the Silver Surfer → Hurricane Season → Think Like a Man → Ride Along,-1.972863,-2.111405,-2.37164,-1.597648
345,Olivier Megaton,True,-2.034391,52.488448,0.149115,6,-174.5,-17.59,-29.08,-2.93,0.0,0.0,0.0,0.0,0,0,0,0,0,6,1.0,0.0,0.0,0,0.0,40.9,36.7,Colombiana → Taken 2,34.2,Transporter 3 → Colombiana → Taken 2,31.1,The Red Siren → Transporter 3 → Colombiana → Taken 2 → Taken 3,-1.468205,-2.387038,-2.710563,-1.597648
346,Simon West,True,-2.038484,52.32764,0.148658,13,-380.5,-38.36,-29.27,-2.95,0.0,0.077,0.0,0.077,0,0,0,0,1,12,0.923077,0.076923,0.0,0,0.0,58.7,48.7,Con Air → The General's Daughter,42.1,Con Air → The General's Daughter → Lara Croft: Tomb Raider,37.2,Con Air → The General's Daughter → Lara Croft: Tomb Raider → When a Stranger Calls → The Mechanic,-2.034275,-2.400929,-2.084216,-1.534579
347,Raja Gosnell,True,-2.192587,46.539809,0.132215,10,-321.8,-32.45,-32.18,-3.24,0.0,0.0,0.0,0.0,0,0,0,0,0,10,1.0,0.0,0.0,0,0.0,40.9,39.6,Scooby-Doo → Scooby-Doo 2: Monsters Unleashed,36.6,"Scooby-Doo → Scooby-Doo 2: Monsters Unleashed → Yours, Mine & Ours",32.2,"Never Been Kissed → Big Momma's House → Scooby-Doo → Scooby-Doo 2: Monsters Unleashed → Yours, Mine & Ours",-1.893556,-2.613685,-2.60628,-1.597648
348,Jonathan Liebesman,True,-2.265633,43.974416,0.124927,6,-194.5,-19.61,-32.42,-3.27,0.0,0.0,0.0,0.0,0,0,0,0,0,6,1.0,0.0,0.0,0,0.0,28.9,28.0,The Texas Chainsaw Massacre: The Beginning → The Killing Room,25.8,The Texas Chainsaw Massacre: The Beginning → The Killing Room → Battle Los Angeles,24.2,The Texas Chainsaw Massacre: The Beginning → The Killing Room → Battle Los Angeles → Wrath of the Titans → Teenage Mutant Ninja Turtles,-1.53453,-2.631232,-3.311747,-1.597648
349,Tyler Perry,True,-2.436766,38.397093,0.109083,31,-910.5,-91.8,-29.37,-2.96,0.0,0.0,0.0,0.0,0,0,0,0,0,31,1.0,0.0,0.0,0,0.0,51.6,39.4,Tyler Perry's A Madea Homecoming → A Jazzman's Blues,36.6,The Six Triple Eight → Tyler Perry's Duplicity → Straw,32.7,Madea's Family Reunion → Daddy's Little Girls → Why Did I Get Married? → Meet the Browns → The Family That Preys,-2.993347,-2.40824,-2.468689,-1.597648
350,Tom Six,True,-2.688575,31.235814,0.088738,4,-183.0,-18.45,-45.75,-4.61,0.0,0.0,0.0,0.0,0,0,0,0,0,4,1.0,0.0,0.0,0,0.0,32.4,18.5,I Love Dries → The Human Centipede (First Sequence),12.3,I Love Dries → The Human Centipede (First Sequence) → The Human Centipede 2 (Full Sequence),,,-1.496885,-3.605815,-4.074106,-1.597648
351,Uwe Boll,True,-2.711146,30.651397,0.087078,27,-1019.9,-102.83,-37.77,-3.81,0.0,0.0,0.0,0.0,0,0,0,0,0,27,1.0,0.0,0.0,0,0.0,36.5,36.2,Attack on Darfur → Rampage,35.3,Attack on Darfur → Rampage → Stoic,30.1,Attack on Darfur → Rampage → Stoic → Max Schmeling → The Final Storm,-3.151683,-3.022381,-2.762064,-1.597648
352,Shane Van Dyke,True,-2.734583,30.054122,0.085381,3,-135.2,-13.63,-45.07,-4.54,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1.0,0.0,0.0,0,0.0,17.1,9.9,Titanic II → A Haunting in Salem,9.9,Paranormal Entity → Titanic II → A Haunting in Salem,,,-1.326041,-3.556099,-4.512867,-1.597648
353,Aaron Seltzer & Jason Friedberg,True,-2.984677,24.262852,0.068929,8,-380.4,-38.35,-47.55,-4.79,0.0,0.0,0.0,0.0,0,0,0,0,0,8,1.0,0.0,0.0,0,0.0,13.6,9.3,Vampires Suck → Best Night Ever,9.2,Best Night Ever → The Starving Games → Superfast!,8.2,Meet the Spartans → Vampires Suck → Best Night Ever → The Starving Games → Superfast!,-2.034046,-3.737417,-4.482316,-1.597648
